"Country or Area","Year","Area","Sex","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Oman","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","3295298","86"
"Oman","2010","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2015","2773479",""
"Pakistan","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","188020000","87"
"Pakistan","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","184350000","87"
"Pakistan","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","177100000","87"
"Pakistan","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","173510000","87"
"Palau","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","21050",""
"Palau","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","20882",""
"Palau","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","20717",""
"Panama","2015","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","3975404","10"
"Panama","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","3913275","10"
"Panama","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","3850735","10"
"Panama","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","3787511","10"
"Panama","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","3723821","10"
"Panama","2010","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2011","3405813",""
"Panama","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","3661835","10"
"Papua New Guinea","2011","Total","Both Sexes","Census - de facto - complete tabulation","Provisional figure","2011","7059653",""
"Paraguay","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","6893727.328","48"
"Paraguay","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","6783374.064","48"
"Paraguay","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","6672631","48"
"Paraguay","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","6561785","48"
"Paraguay","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","6451122","48"
"Peru","2015","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","31151643","40"
"Peru","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","30814175","40"
"Peru","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","30475144","40"
"Peru","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","30135875","40"
"Peru","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","29797694","40"
"Peru","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","29461933","40"
"Philippines","2015","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","101562300","10"
"Philippines","2014","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","99880300","10"
"Philippines","2013","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","98196500","10"
"Philippines","2012","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","96510900","10"
"Philippines","2011","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","94823800","10"
"Philippines","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2015","92335113","88"
"Philippines","2010","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","93135100","10"
"Pitcairn","2013","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2014","49",""
"Pitcairn","2012","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2012","48",""
"Poland","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","38017856","45,89"
"Poland","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","38275577.5","45,89"
"Poland","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","38533299","89"
"Poland","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","38538447","89"
"Poland","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","38533789","89"
"Poland","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","38044565","89"
"Poland","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","38525670","89"
"Poland","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","38516689","89"
"Portugal","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","10427301","45"
"Portugal","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","10457295",""
"Portugal","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","10487289",""
"Portugal","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","10542398",""
"Portugal","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","10514843.5",""
"Portugal","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2013","10282306",""
"Portugal","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","10562178",""
"Portugal","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","10557559.5",""
"Portugal","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","10572721",""
"Portugal","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","10573100",""
"Portugal","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","10573479",""
"Puerto Rico","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","3548397","3,90"
"Puerto Rico","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","3615086","3,90"
"Puerto Rico","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","3651545","3,90"
"Puerto Rico","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","3686580","3,90"
"Puerto Rico","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2012","3725789","3"
"Puerto Rico","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","3721208","3,90"
"Qatar","2014","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","2216000",""
"Qatar","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","2003700",""
"Qatar","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","1832903",""
"Qatar","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","1732717",""
"Qatar","2010","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2011","1699435",""
"Qatar","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2012","1715010",""
"Republic of Korea","2015","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","50617045","8"
"Republic of Korea","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","50763158","56"
"Republic of Korea","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","50423955","8"
"Republic of Korea","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","50558951.5","56"
"Republic of Korea","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","50219669","8"
"Republic of Korea","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","50345324.5","56"
"Republic of Korea","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","50004441","8"
"Republic of Korea","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","49779440","8"
"Republic of Korea","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","50111475.5","56"
"Republic of Korea","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2011","48580293","91"
"Republic of Korea","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","49410366",""
"Republic of Korea","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","49879811.5","56"
"Republic of Moldova","2015","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","3556400",""
"Republic of Moldova","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","3559497","92"
"Republic of Moldova","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","3558566","92"
"Republic of Moldova","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","3559520","92"
"Republic of Moldova","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","3559541","92"
"Republic of Moldova","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","3559986","92"
"Republic of Moldova","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","3560430","92"
"Republic of Moldova","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","3563695","92"
"Republic of Moldova","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","3562045","92"
"Republic of South Sudan","2014","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","11071132","93"
"Republic of South Sudan","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","10808588","93"
"Republic of South Sudan","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","10552270","93"
"Republic of South Sudan","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","10018240","93"
"Republic of South Sudan","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","9496844","93"
"Reunion","2011","Total","Both Sexes","Estimate - de jure","Provisional figure","2012","839480",""
"Reunion","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2014","821136",""
"Reunion","2010","Total","Both Sexes","Estimate - de jure","Provisional figure","2012","828054",""
"Romania","2015","Total","Both Sexes","Estimate - de jure","Provisional figure","2015","19861408","45"
"Romania","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","19947311","45"
"Romania","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","19985814",""
"Romania","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","20060182",""
"Romania","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2014","20039141",""
"Romania","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2014","20121641",""
"Romania","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","20147657",""
"Romania","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","20246798",""
"Romania","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","20294683",""
"Russian Federation","2013","Total","Both Sexes","Estimate - de jure","Provisional figure","2014","143507000",""
"Russian Federation","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","143201730",""
"Russian Federation","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","143056383",""
"Russian Federation","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","142856536",""
"Russian Federation","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","142960908",""
"Russian Federation","2010","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2012","143436145",""
"Russian Federation","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2012","142856536",""
"Russian Federation","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","142849468",""
"Rwanda","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","11355940","8"
"Rwanda","2012","Total","Both Sexes","Census - de jure - complete tabulation","Provisional figure","2013","10537222",""
"Rwanda","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","11033141","8"
"Rwanda","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","10718379","8"
"Rwanda","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","10412820","8"
"Saint Helena ex. dep.","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","4410",""
"Saint Helena ex. dep.","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","4211",""
"Saint Helena ex. dep.","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","4123",""
"Saint Helena ex. dep.","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","4253",""
"Saint Helena ex. dep.","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2011","4250",""
"Saint Lucia","2010","Total","Both Sexes","Census - de facto - complete tabulation","Provisional figure","2011","173720",""
"Saint Lucia","2010","Total","Both Sexes","Census - de jure - complete tabulation","Provisional figure","2011","166526",""
"Saint Pierre and Miquelon","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","6312",""
"Saint Vincent and the Grenadines","2015","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","110255",""
"Saint Vincent and the Grenadines","2014","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","110167.181818182",""
"Saint Vincent and the Grenadines","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","110079.090909091",""
"Saint Vincent and the Grenadines","2012","Total","Both Sexes","Census - de facto - complete tabulation","Provisional figure","2015","109991",""
"Saint Vincent and the Grenadines","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","109902.909590909",""
"Saint Vincent and the Grenadines","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","109814.818681818",""
"Saint-Barthélemy","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","9072",""
"Saint-Martin (French part)","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","37630",""
"Samoa","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","190652",""
"Samoa","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","189236",""
"Samoa","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2013","187820",""
"Samoa","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","184864",""
"Samoa","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","184032",""
"San Marino","2014","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","33648","2"
"San Marino","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","33469","2"
"San Marino","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","33562","2"
"San Marino","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","33376","2"
"San Marino","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","33518","2"
"San Marino","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","33389","2"
"San Marino","2010","Total","Both Sexes","Census - de facto - complete tabulation","Provisional figure","2015","30652",""
"San Marino","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","33269.5","2"
"San Marino","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2012","33163","2"
"San Marino","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","31760","2"
"Sao Tome and Principe","2013","Total","Both Sexes","Estimate - de facto","Provisional figure with questionable reliability","2013","193500",""
"Sao Tome and Principe","2012","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2015","178739",""
"Sao Tome and Principe","2012","Total","Both Sexes","Estimate - de facto","Provisional figure with questionable reliability","2012","187400",""
"Sao Tome and Principe","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","166728",""
"Sao Tome and Principe","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","163783",""
"Saudi Arabia","2013","Total","Both Sexes","Estimate - de facto","Provisional figure","2015","29994272","94"
"Saudi Arabia","2012","Total","Both Sexes","Estimate - de facto","Provisional figure","2013","29195895","94"
"Saudi Arabia","2011","Total","Both Sexes","Estimate - de facto","Provisional figure","2012","28376355","94"
"Saudi Arabia","2010","Total","Both Sexes","Census - de facto - complete tabulation","Provisional figure","2013","27136977",""
"Saudi Arabia","2010","Total","Both Sexes","Estimate - de facto","Provisional figure","2012","27563432","94"
"Senegal","2013","Total","Both Sexes","Census - de facto - complete tabulation","Provisional figure","2014","12873601",""
"Senegal","2013","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2013","13567338","48"
"Senegal","2012","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","13207881","48"
"Senegal","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","12841702","48"
"Senegal","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","12509433.7942468","48"
"Serbia","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","7146759","45,95"
"Serbia","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","7164132","15,95"
"Serbia","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","7181505","95"
"Serbia","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","7216649","95"
"Serbia","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","7199077","15,95"
"Serbia","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","7186862","95"
"Serbia","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","7234099","15,95"
"Serbia","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","7251549","95"
"Serbia","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","7291436","95"
"Seychelles","2014","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","91359",""
"Seychelles","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","89949",""
"Seychelles","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","88303",""
"Seychelles","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2012","87441",""
"Seychelles","2010","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2013","90945",""
"Seychelles","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2012","89770",""
"Sierra Leone","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","6037660",""
"Sierra Leone","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","5890080",""
"Sierra Leone","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","5746800",""
"Singapore","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","5469724","96"
"Singapore","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","3870739","96,97"
"Singapore","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","3844751","96,97"
"Singapore","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","5399162","96"
"Singapore","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","5312437","96"
"Singapore","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","3818205","96,97"
"Singapore","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","3789251","96,97"
"Singapore","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","5183688","96"
"Singapore","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2011","3771721","97,98,99"
"Singapore","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","3771721","96,97"
"Singapore","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","5076732","96"
"Sint Maarten (Dutch part)","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","37132",""
"Sint Maarten (Dutch part)","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","36090",""
"Sint Maarten (Dutch part)","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","36611",""
"Sint Maarten (Dutch part)","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","34669.5",""
"Sint Maarten (Dutch part)","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","33249",""
"Sint Maarten (Dutch part)","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2015","33609",""
"Sint Maarten (Dutch part)","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","33622",""
"Sint Maarten (Dutch part)","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","33435.5",""
"Sint Maarten (Dutch part)","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","35525.5",""
"Sint Maarten (Dutch part)","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","37429",""
"Slovakia","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","5415949","45"
"Slovakia","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","5413392.5",""
"Slovakia","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","5410836",""
"Slovakia","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","5407579",""
"Slovakia","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","5404322",""
"Slovakia","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2012","5397036",""
"Slovakia","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","5398384",""
"Slovakia","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","5391428",""
"Slovenia","2015","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","2061952",""
"Slovenia","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","2061085","45,100"
"Slovenia","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","2059114",""
"Slovenia","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","2058821",""
"Slovenia","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","2056262",""
"Slovenia","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","2055496",""
"Slovenia","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2011","2058051",""
"Slovenia","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2011","2050189",""
"Slovenia","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","2052496",""
"Slovenia","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","2049261",""
"Solomon Islands","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","610800","41"
"Solomon Islands","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","553935","8"
"Solomon Islands","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","542287","8"
"Solomon Islands","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","530669","8"
"South Africa","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","54001953",""
"South Africa","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","52981991.4848887",""
"South Africa","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","52274945.0803071",""
"South Africa","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2013","51770560",""
"South Africa","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","51579598.9204133",""
"South Africa","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","50895697.9041521",""
"Spain","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","46512199","56"
"Spain","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","46593236",""
"Spain","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","46727890",""
"Spain","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","46766399",""
"Spain","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","46818219",""
"Spain","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","46815915",""
"Spain","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","46667174",""
"Spain","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","46736255",""
"Spain","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","46562486",""
"Spain","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","46486619",""
"Sri Lanka","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","20675000",""
"Sri Lanka","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","20483000",""
"Sri Lanka","2012","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","20263723",""
"Sri Lanka","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","20328000",""
"Sri Lanka","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","20869000",""
"Sri Lanka","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","20653000",""
"State of Palestine","2015","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","4682467",""
"State of Palestine","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","4550368",""
"State of Palestine","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","4420549",""
"State of Palestine","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","4293313",""
"State of Palestine","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","4168860",""
"State of Palestine","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","4048403",""
"Sudan","2015","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","38454040",""
"Sudan","2014","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","37292376",""
"Sudan","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","36162516",""
"Sudan","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","35064299",""
"Sudan","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","33997538",""
"Sudan","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","32961966",""
"Suriname","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","550222",""
"Suriname","2012","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2015","541638",""
"Suriname","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","539910",""
"Suriname","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","531170",""
"Swaziland","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","1106189",""
"Swaziland","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","1093158",""
"Swaziland","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","1080337",""
"Swaziland","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","1067773",""
"Swaziland","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","1055506",""
"Sweden","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","9644864","56"
"Sweden","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","9600378.5","56"
"Sweden","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","9555893","2"
"Sweden","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","9519375","2"
"Sweden","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","9482855","2"
"Sweden","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2014","9482855","2"
"Sweden","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","9449213","2"
"Sweden","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","9378126","2"
