,Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value,Year_x,Value,Notes,Continent,Sub Group,Year_y,Population
17121,Thailand,1977,All genders,Not applicable,Percent,66.47345,2005,93.5,,Asia,Rural Male,2000.0,20764700.0
17122,Thailand,1977,All genders,Not applicable,Percent,66.47345,2000,92.6,,Asia,Rural Female,2000.0,21018800.0
17123,Thailand,1977,All genders,Not applicable,Percent,66.47345,2000,92.6,,Asia,Rural Male,2000.0,20764700.0
17124,Thailand,1976,All genders,Not applicable,Percent,67.6337,2005,93.5,,Asia,Rural Female,2000.0,21018800.0
17125,Thailand,1976,All genders,Not applicable,Percent,67.6337,2005,93.5,,Asia,Rural Male,2000.0,20764700.0
17126,Thailand,1976,All genders,Not applicable,Percent,67.6337,2000,92.6,,Asia,Rural Female,2000.0,21018800.0
17127,Thailand,1976,All genders,Not applicable,Percent,67.6337,2000,92.6,,Asia,Rural Male,2000.0,20764700.0
17128,Thailand,1976,Male,Not applicable,Percent,64.91453,2005,93.5,,Asia,Rural Female,2000.0,21018800.0
17129,Thailand,1976,Male,Not applicable,Percent,64.91453,2005,93.5,,Asia,Rural Male,2000.0,20764700.0
17130,Thailand,1976,Male,Not applicable,Percent,64.91453,2000,92.6,,Asia,Rural Female,2000.0,21018800.0
17131,Thailand,1976,Male,Not applicable,Percent,64.91453,2000,92.6,,Asia,Rural Male,2000.0,20764700.0
17132,Thailand,1976,Female,Not applicable,Percent,70.51995,2005,93.5,,Asia,Rural Female,2000.0,21018800.0
17133,Thailand,1976,Female,Not applicable,Percent,70.51995,2005,93.5,,Asia,Rural Male,2000.0,20764700.0
17134,Thailand,1976,Female,Not applicable,Percent,70.51995,2000,92.6,,Asia,Rural Female,2000.0,21018800.0
17135,Thailand,1976,Female,Not applicable,Percent,70.51995,2000,92.6,,Asia,Rural Male,2000.0,20764700.0
17136,Thailand,1975,Female,Not applicable,Percent,72.68472,2005,93.5,,Asia,Rural Female,2000.0,21018800.0
17137,Thailand,1975,Female,Not applicable,Percent,72.68472,2005,93.5,,Asia,Rural Male,2000.0,20764700.0
17138,Thailand,1975,Female,Not applicable,Percent,72.68472,2000,92.6,,Asia,Rural Female,2000.0,21018800.0
17139,Thailand,1975,Female,Not applicable,Percent,72.68472,2000,92.6,,Asia,Rural Male,2000.0,20764700.0
17140,Thailand,1975,Male,Not applicable,Percent,66.58324,2005,93.5,,Asia,Rural Female,2000.0,21018800.0
17141,Thailand,1975,Male,Not applicable,Percent,66.58324,2005,93.5,,Asia,Rural Male,2000.0,20764700.0
17142,Thailand,1975,Male,Not applicable,Percent,66.58324,2000,92.6,,Asia,Rural Female,2000.0,21018800.0
17143,Thailand,1975,Male,Not applicable,Percent,66.58324,2000,92.6,,Asia,Rural Male,2000.0,20764700.0
17144,Thailand,1975,All genders,Not applicable,Percent,69.54252,2005,93.5,,Asia,Rural Female,2000.0,21018800.0
17145,Thailand,1975,All genders,Not applicable,Percent,69.54252,2005,93.5,,Asia,Rural Male,2000.0,20764700.0
17146,Thailand,1975,All genders,Not applicable,Percent,69.54252,2000,92.6,,Asia,Rural Female,2000.0,21018800.0
17147,Thailand,1975,All genders,Not applicable,Percent,69.54252,2000,92.6,,Asia,Rural Male,2000.0,20764700.0
17148,Turkey,2011,Male,Not applicable,Percent,9.2249,2011,94.1,,Asia,Rural Female,2000.0,11878521.0
17149,Turkey,2011,Male,Not applicable,Percent,9.2249,2011,94.1,,Asia,Rural Male,2000.0,11919132.0
17150,Turkey,2011,Male,Not applicable,Percent,9.2249,2010,92.7,,Asia,Rural Female,2000.0,11878521.0
17151,Turkey,2011,Male,Not applicable,Percent,9.2249,2010,92.7,,Asia,Rural Male,2000.0,11919132.0
17152,Turkey,2011,Male,Not applicable,Percent,9.2249,2009,90.8,,Asia,Rural Female,2000.0,11878521.0
17153,Turkey,2011,Male,Not applicable,Percent,9.2249,2009,90.8,,Asia,Rural Male,2000.0,11919132.0
17154,Turkey,2011,Male,Not applicable,Percent,9.2249,2007,88.7,,Asia,Rural Female,2000.0,11878521.0
17155,Turkey,2011,Male,Not applicable,Percent,9.2249,2007,88.7,,Asia,Rural Male,2000.0,11919132.0
17156,Turkey,2011,Male,Not applicable,Percent,9.2249,2006,88.1,,Asia,Rural Female,2000.0,11878521.0
17157,Turkey,2011,Male,Not applicable,Percent,9.2249,2006,88.1,,Asia,Rural Male,2000.0,11919132.0
17158,Turkey,2011,Male,Not applicable,Percent,9.2249,2005,88.2,,Asia,Rural Female,2000.0,11878521.0
17159,Turkey,2011,Male,Not applicable,Percent,9.2249,2005,88.2,,Asia,Rural Male,2000.0,11919132.0
17160,Turkey,2011,Male,Not applicable,Percent,9.2249,2004,87.4,,Asia,Rural Female,2000.0,11878521.0
17161,Turkey,2011,Male,Not applicable,Percent,9.2249,2004,87.4,,Asia,Rural Male,2000.0,11919132.0
17162,Turkey,2011,Male,Not applicable,Percent,9.2249,1990,79.2,,Asia,Rural Female,2000.0,11878521.0
17163,Turkey,2011,Male,Not applicable,Percent,9.2249,1990,79.2,,Asia,Rural Male,2000.0,11919132.0
17164,Turkey,2011,Female,Not applicable,Percent,10.76385,2011,94.1,,Asia,Rural Female,2000.0,11878521.0
17165,Turkey,2011,Female,Not applicable,Percent,10.76385,2011,94.1,,Asia,Rural Male,2000.0,11919132.0
17166,Turkey,2011,Female,Not applicable,Percent,10.76385,2010,92.7,,Asia,Rural Female,2000.0,11878521.0
17167,Turkey,2011,Female,Not applicable,Percent,10.76385,2010,92.7,,Asia,Rural Male,2000.0,11919132.0
17168,Turkey,2011,Female,Not applicable,Percent,10.76385,2009,90.8,,Asia,Rural Female,2000.0,11878521.0
17169,Turkey,2011,Female,Not applicable,Percent,10.76385,2009,90.8,,Asia,Rural Male,2000.0,11919132.0
17170,Turkey,2011,Female,Not applicable,Percent,10.76385,2007,88.7,,Asia,Rural Female,2000.0,11878521.0
17171,Turkey,2011,Female,Not applicable,Percent,10.76385,2007,88.7,,Asia,Rural Male,2000.0,11919132.0
17172,Turkey,2011,Female,Not applicable,Percent,10.76385,2006,88.1,,Asia,Rural Female,2000.0,11878521.0
17173,Turkey,2011,Female,Not applicable,Percent,10.76385,2006,88.1,,Asia,Rural Male,2000.0,11919132.0
17174,Turkey,2011,Female,Not applicable,Percent,10.76385,2005,88.2,,Asia,Rural Female,2000.0,11878521.0
17175,Turkey,2011,Female,Not applicable,Percent,10.76385,2005,88.2,,Asia,Rural Male,2000.0,11919132.0
17176,Turkey,2011,Female,Not applicable,Percent,10.76385,2004,87.4,,Asia,Rural Female,2000.0,11878521.0
17177,Turkey,2011,Female,Not applicable,Percent,10.76385,2004,87.4,,Asia,Rural Male,2000.0,11919132.0
17178,Turkey,2011,Female,Not applicable,Percent,10.76385,1990,79.2,,Asia,Rural Female,2000.0,11878521.0
17179,Turkey,2011,Female,Not applicable,Percent,10.76385,1990,79.2,,Asia,Rural Male,2000.0,11919132.0
17180,Turkey,2011,All genders,Not applicable,Percent,9.97535,2011,94.1,,Asia,Rural Female,2000.0,11878521.0
17181,Turkey,2011,All genders,Not applicable,Percent,9.97535,2011,94.1,,Asia,Rural Male,2000.0,11919132.0
17182,Turkey,2011,All genders,Not applicable,Percent,9.97535,2010,92.7,,Asia,Rural Female,2000.0,11878521.0
17183,Turkey,2011,All genders,Not applicable,Percent,9.97535,2010,92.7,,Asia,Rural Male,2000.0,11919132.0
17184,Turkey,2011,All genders,Not applicable,Percent,9.97535,2009,90.8,,Asia,Rural Female,2000.0,11878521.0
17185,Turkey,2011,All genders,Not applicable,Percent,9.97535,2009,90.8,,Asia,Rural Male,2000.0,11919132.0
17186,Turkey,2011,All genders,Not applicable,Percent,9.97535,2007,88.7,,Asia,Rural Female,2000.0,11878521.0
17187,Turkey,2011,All genders,Not applicable,Percent,9.97535,2007,88.7,,Asia,Rural Male,2000.0,11919132.0
17188,Turkey,2011,All genders,Not applicable,Percent,9.97535,2006,88.1,,Asia,Rural Female,2000.0,11878521.0
17189,Turkey,2011,All genders,Not applicable,Percent,9.97535,2006,88.1,,Asia,Rural Male,2000.0,11919132.0
17190,Turkey,2011,All genders,Not applicable,Percent,9.97535,2005,88.2,,Asia,Rural Female,2000.0,11878521.0
17191,Turkey,2011,All genders,Not applicable,Percent,9.97535,2005,88.2,,Asia,Rural Male,2000.0,11919132.0
17192,Turkey,2011,All genders,Not applicable,Percent,9.97535,2004,87.4,,Asia,Rural Female,2000.0,11878521.0
17193,Turkey,2011,All genders,Not applicable,Percent,9.97535,2004,87.4,,Asia,Rural Male,2000.0,11919132.0
17194,Turkey,2011,All genders,Not applicable,Percent,9.97535,1990,79.2,,Asia,Rural Female,2000.0,11878521.0
17195,Turkey,2011,All genders,Not applicable,Percent,9.97535,1990,79.2,,Asia,Rural Male,2000.0,11919132.0
17196,Turkey,2010,All genders,Not applicable,Percent,4.9945900000000005,2011,94.1,,Asia,Rural Female,2000.0,11878521.0
17197,Turkey,2010,All genders,Not applicable,Percent,4.9945900000000005,2011,94.1,,Asia,Rural Male,2000.0,11919132.0
17198,Turkey,2010,All genders,Not applicable,Percent,4.9945900000000005,2010,92.7,,Asia,Rural Female,2000.0,11878521.0
17199,Turkey,2010,All genders,Not applicable,Percent,4.9945900000000005,2010,92.7,,Asia,Rural Male,2000.0,11919132.0
17200,Turkey,2010,All genders,Not applicable,Percent,4.9945900000000005,2009,90.8,,Asia,Rural Female,2000.0,11878521.0
17201,Turkey,2010,All genders,Not applicable,Percent,4.9945900000000005,2009,90.8,,Asia,Rural Male,2000.0,11919132.0
17202,Turkey,2010,All genders,Not applicable,Percent,4.9945900000000005,2007,88.7,,Asia,Rural Female,2000.0,11878521.0
17203,Turkey,2010,All genders,Not applicable,Percent,4.9945900000000005,2007,88.7,,Asia,Rural Male,2000.0,11919132.0
17204,Turkey,2010,All genders,Not applicable,Percent,4.9945900000000005,2006,88.1,,Asia,Rural Female,2000.0,11878521.0
17205,Turkey,2010,All genders,Not applicable,Percent,4.9945900000000005,2006,88.1,,Asia,Rural Male,2000.0,11919132.0
17206,Turkey,2010,All genders,Not applicable,Percent,4.9945900000000005,2005,88.2,,Asia,Rural Female,2000.0,11878521.0
17207,Turkey,2010,All genders,Not applicable,Percent,4.9945900000000005,2005,88.2,,Asia,Rural Male,2000.0,11919132.0
17208,Turkey,2010,All genders,Not applicable,Percent,4.9945900000000005,2004,87.4,,Asia,Rural Female,2000.0,11878521.0
17209,Turkey,2010,All genders,Not applicable,Percent,4.9945900000000005,2004,87.4,,Asia,Rural Male,2000.0,11919132.0
17210,Turkey,2010,All genders,Not applicable,Percent,4.9945900000000005,1990,79.2,,Asia,Rural Female,2000.0,11878521.0
17211,Turkey,2010,All genders,Not applicable,Percent,4.9945900000000005,1990,79.2,,Asia,Rural Male,2000.0,11919132.0
17212,Turkey,2010,Female,Not applicable,Percent,4.57204,2011,94.1,,Asia,Rural Female,2000.0,11878521.0
17213,Turkey,2010,Female,Not applicable,Percent,4.57204,2011,94.1,,Asia,Rural Male,2000.0,11919132.0
17214,Turkey,2010,Female,Not applicable,Percent,4.57204,2010,92.7,,Asia,Rural Female,2000.0,11878521.0
17215,Turkey,2010,Female,Not applicable,Percent,4.57204,2010,92.7,,Asia,Rural Male,2000.0,11919132.0
17216,Turkey,2010,Female,Not applicable,Percent,4.57204,2009,90.8,,Asia,Rural Female,2000.0,11878521.0
17217,Turkey,2010,Female,Not applicable,Percent,4.57204,2009,90.8,,Asia,Rural Male,2000.0,11919132.0
17218,Turkey,2010,Female,Not applicable,Percent,4.57204,2007,88.7,,Asia,Rural Female,2000.0,11878521.0
17219,Turkey,2010,Female,Not applicable,Percent,4.57204,2007,88.7,,Asia,Rural Male,2000.0,11919132.0
17220,Turkey,2010,Female,Not applicable,Percent,4.57204,2006,88.1,,Asia,Rural Female,2000.0,11878521.0
17221,Turkey,2010,Female,Not applicable,Percent,4.57204,2006,88.1,,Asia,Rural Male,2000.0,11919132.0
17222,Turkey,2010,Female,Not applicable,Percent,4.57204,2005,88.2,,Asia,Rural Female,2000.0,11878521.0
17223,Turkey,2010,Female,Not applicable,Percent,4.57204,2005,88.2,,Asia,Rural Male,2000.0,11919132.0
17224,Turkey,2010,Female,Not applicable,Percent,4.57204,2004,87.4,,Asia,Rural Female,2000.0,11878521.0
17225,Turkey,2010,Female,Not applicable,Percent,4.57204,2004,87.4,,Asia,Rural Male,2000.0,11919132.0
17226,Turkey,2010,Female,Not applicable,Percent,4.57204,1990,79.2,,Asia,Rural Female,2000.0,11878521.0
17227,Turkey,2010,Female,Not applicable,Percent,4.57204,1990,79.2,,Asia,Rural Male,2000.0,11919132.0
17228,Turkey,2010,Male,Not applicable,Percent,5.391769999999999,2011,94.1,,Asia,Rural Female,2000.0,11878521.0
17229,Turkey,2010,Male,Not applicable,Percent,5.391769999999999,2011,94.1,,Asia,Rural Male,2000.0,11919132.0
17230,Turkey,2010,Male,Not applicable,Percent,5.391769999999999,2010,92.7,,Asia,Rural Female,2000.0,11878521.0
17231,Turkey,2010,Male,Not applicable,Percent,5.391769999999999,2010,92.7,,Asia,Rural Male,2000.0,11919132.0
17232,Turkey,2010,Male,Not applicable,Percent,5.391769999999999,2009,90.8,,Asia,Rural Female,2000.0,11878521.0
17233,Turkey,2010,Male,Not applicable,Percent,5.391769999999999,2009,90.8,,Asia,Rural Male,2000.0,11919132.0
17234,Turkey,2010,Male,Not applicable,Percent,5.391769999999999,2007,88.7,,Asia,Rural Female,2000.0,11878521.0
17235,Turkey,2010,Male,Not applicable,Percent,5.391769999999999,2007,88.7,,Asia,Rural Male,2000.0,11919132.0
17236,Turkey,2010,Male,Not applicable,Percent,5.391769999999999,2006,88.1,,Asia,Rural Female,2000.0,11878521.0
17237,Turkey,2010,Male,Not applicable,Percent,5.391769999999999,2006,88.1,,Asia,Rural Male,2000.0,11919132.0
17238,Turkey,2010,Male,Not applicable,Percent,5.391769999999999,2005,88.2,,Asia,Rural Female,2000.0,11878521.0
17239,Turkey,2010,Male,Not applicable,Percent,5.391769999999999,2005,88.2,,Asia,Rural Male,2000.0,11919132.0
17240,Turkey,2010,Male,Not applicable,Percent,5.391769999999999,2004,87.4,,Asia,Rural Female,2000.0,11878521.0
17241,Turkey,2010,Male,Not applicable,Percent,5.391769999999999,2004,87.4,,Asia,Rural Male,2000.0,11919132.0
17242,Turkey,2010,Male,Not applicable,Percent,5.391769999999999,1990,79.2,,Asia,Rural Female,2000.0,11878521.0
17243,Turkey,2010,Male,Not applicable,Percent,5.391769999999999,1990,79.2,,Asia,Rural Male,2000.0,11919132.0
17244,Turkey,2009,Male,Not applicable,Percent,1.51236,2011,94.1,,Asia,Rural Female,2000.0,11878521.0
17245,Turkey,2009,Male,Not applicable,Percent,1.51236,2011,94.1,,Asia,Rural Male,2000.0,11919132.0
17246,Turkey,2009,Male,Not applicable,Percent,1.51236,2010,92.7,,Asia,Rural Female,2000.0,11878521.0
17247,Turkey,2009,Male,Not applicable,Percent,1.51236,2010,92.7,,Asia,Rural Male,2000.0,11919132.0
17248,Turkey,2009,Male,Not applicable,Percent,1.51236,2009,90.8,,Asia,Rural Female,2000.0,11878521.0
17249,Turkey,2009,Male,Not applicable,Percent,1.51236,2009,90.8,,Asia,Rural Male,2000.0,11919132.0
17250,Turkey,2009,Male,Not applicable,Percent,1.51236,2007,88.7,,Asia,Rural Female,2000.0,11878521.0
17251,Turkey,2009,Male,Not applicable,Percent,1.51236,2007,88.7,,Asia,Rural Male,2000.0,11919132.0
17252,Turkey,2009,Male,Not applicable,Percent,1.51236,2006,88.1,,Asia,Rural Female,2000.0,11878521.0
17253,Turkey,2009,Male,Not applicable,Percent,1.51236,2006,88.1,,Asia,Rural Male,2000.0,11919132.0
17254,Turkey,2009,Male,Not applicable,Percent,1.51236,2005,88.2,,Asia,Rural Female,2000.0,11878521.0
17255,Turkey,2009,Male,Not applicable,Percent,1.51236,2005,88.2,,Asia,Rural Male,2000.0,11919132.0
17256,Turkey,2009,Male,Not applicable,Percent,1.51236,2004,87.4,,Asia,Rural Female,2000.0,11878521.0
17257,Turkey,2009,Male,Not applicable,Percent,1.51236,2004,87.4,,Asia,Rural Male,2000.0,11919132.0
17258,Turkey,2009,Male,Not applicable,Percent,1.51236,1990,79.2,,Asia,Rural Female,2000.0,11878521.0
17259,Turkey,2009,Male,Not applicable,Percent,1.51236,1990,79.2,,Asia,Rural Male,2000.0,11919132.0
17260,Turkey,2009,All genders,Not applicable,Percent,0.7814300000000001,2011,94.1,,Asia,Rural Female,2000.0,11878521.0
17261,Turkey,2009,All genders,Not applicable,Percent,0.7814300000000001,2011,94.1,,Asia,Rural Male,2000.0,11919132.0
17262,Turkey,2009,All genders,Not applicable,Percent,0.7814300000000001,2010,92.7,,Asia,Rural Female,2000.0,11878521.0
17263,Turkey,2009,All genders,Not applicable,Percent,0.7814300000000001,2010,92.7,,Asia,Rural Male,2000.0,11919132.0
17264,Turkey,2009,All genders,Not applicable,Percent,0.7814300000000001,2009,90.8,,Asia,Rural Female,2000.0,11878521.0
17265,Turkey,2009,All genders,Not applicable,Percent,0.7814300000000001,2009,90.8,,Asia,Rural Male,2000.0,11919132.0
17266,Turkey,2009,All genders,Not applicable,Percent,0.7814300000000001,2007,88.7,,Asia,Rural Female,2000.0,11878521.0
17267,Turkey,2009,All genders,Not applicable,Percent,0.7814300000000001,2007,88.7,,Asia,Rural Male,2000.0,11919132.0
17268,Turkey,2009,All genders,Not applicable,Percent,0.7814300000000001,2006,88.1,,Asia,Rural Female,2000.0,11878521.0
17269,Turkey,2009,All genders,Not applicable,Percent,0.7814300000000001,2006,88.1,,Asia,Rural Male,2000.0,11919132.0
17270,Turkey,2009,All genders,Not applicable,Percent,0.7814300000000001,2005,88.2,,Asia,Rural Female,2000.0,11878521.0
17271,Turkey,2009,All genders,Not applicable,Percent,0.7814300000000001,2005,88.2,,Asia,Rural Male,2000.0,11919132.0
17272,Turkey,2009,All genders,Not applicable,Percent,0.7814300000000001,2004,87.4,,Asia,Rural Female,2000.0,11878521.0
17273,Turkey,2009,All genders,Not applicable,Percent,0.7814300000000001,2004,87.4,,Asia,Rural Male,2000.0,11919132.0
17274,Turkey,2009,All genders,Not applicable,Percent,0.7814300000000001,1990,79.2,,Asia,Rural Female,2000.0,11878521.0
17275,Turkey,2009,All genders,Not applicable,Percent,0.7814300000000001,1990,79.2,,Asia,Rural Male,2000.0,11919132.0
17276,Turkey,2009,Female,Not applicable,Percent,0.0,2011,94.1,,Asia,Rural Female,2000.0,11878521.0
17277,Turkey,2009,Female,Not applicable,Percent,0.0,2011,94.1,,Asia,Rural Male,2000.0,11919132.0
17278,Turkey,2009,Female,Not applicable,Percent,0.0,2010,92.7,,Asia,Rural Female,2000.0,11878521.0
17279,Turkey,2009,Female,Not applicable,Percent,0.0,2010,92.7,,Asia,Rural Male,2000.0,11919132.0
17280,Turkey,2009,Female,Not applicable,Percent,0.0,2009,90.8,,Asia,Rural Female,2000.0,11878521.0
17281,Turkey,2009,Female,Not applicable,Percent,0.0,2009,90.8,,Asia,Rural Male,2000.0,11919132.0
17282,Turkey,2009,Female,Not applicable,Percent,0.0,2007,88.7,,Asia,Rural Female,2000.0,11878521.0
17283,Turkey,2009,Female,Not applicable,Percent,0.0,2007,88.7,,Asia,Rural Male,2000.0,11919132.0
17284,Turkey,2009,Female,Not applicable,Percent,0.0,2006,88.1,,Asia,Rural Female,2000.0,11878521.0
17285,Turkey,2009,Female,Not applicable,Percent,0.0,2006,88.1,,Asia,Rural Male,2000.0,11919132.0
17286,Turkey,2009,Female,Not applicable,Percent,0.0,2005,88.2,,Asia,Rural Female,2000.0,11878521.0
17287,Turkey,2009,Female,Not applicable,Percent,0.0,2005,88.2,,Asia,Rural Male,2000.0,11919132.0
17288,Turkey,2009,Female,Not applicable,Percent,0.0,2004,87.4,,Asia,Rural Female,2000.0,11878521.0
17289,Turkey,2009,Female,Not applicable,Percent,0.0,2004,87.4,,Asia,Rural Male,2000.0,11919132.0
17290,Turkey,2009,Female,Not applicable,Percent,0.0,1990,79.2,,Asia,Rural Female,2000.0,11878521.0
17291,Turkey,2009,Female,Not applicable,Percent,0.0,1990,79.2,,Asia,Rural Male,2000.0,11919132.0
17292,Turkey,2008,Female,Not applicable,Percent,6.9729,2011,94.1,,Asia,Rural Female,2000.0,11878521.0
17293,Turkey,2008,Female,Not applicable,Percent,6.9729,2011,94.1,,Asia,Rural Male,2000.0,11919132.0
17294,Turkey,2008,Female,Not applicable,Percent,6.9729,2010,92.7,,Asia,Rural Female,2000.0,11878521.0
17295,Turkey,2008,Female,Not applicable,Percent,6.9729,2010,92.7,,Asia,Rural Male,2000.0,11919132.0
17296,Turkey,2008,Female,Not applicable,Percent,6.9729,2009,90.8,,Asia,Rural Female,2000.0,11878521.0
17297,Turkey,2008,Female,Not applicable,Percent,6.9729,2009,90.8,,Asia,Rural Male,2000.0,11919132.0
17298,Turkey,2008,Female,Not applicable,Percent,6.9729,2007,88.7,,Asia,Rural Female,2000.0,11878521.0
17299,Turkey,2008,Female,Not applicable,Percent,6.9729,2007,88.7,,Asia,Rural Male,2000.0,11919132.0
17300,Turkey,2008,Female,Not applicable,Percent,6.9729,2006,88.1,,Asia,Rural Female,2000.0,11878521.0
17301,Turkey,2008,Female,Not applicable,Percent,6.9729,2006,88.1,,Asia,Rural Male,2000.0,11919132.0
17302,Turkey,2008,Female,Not applicable,Percent,6.9729,2005,88.2,,Asia,Rural Female,2000.0,11878521.0
17303,Turkey,2008,Female,Not applicable,Percent,6.9729,2005,88.2,,Asia,Rural Male,2000.0,11919132.0
17304,Turkey,2008,Female,Not applicable,Percent,6.9729,2004,87.4,,Asia,Rural Female,2000.0,11878521.0
17305,Turkey,2008,Female,Not applicable,Percent,6.9729,2004,87.4,,Asia,Rural Male,2000.0,11919132.0
17306,Turkey,2008,Female,Not applicable,Percent,6.9729,1990,79.2,,Asia,Rural Female,2000.0,11878521.0
17307,Turkey,2008,Female,Not applicable,Percent,6.9729,1990,79.2,,Asia,Rural Male,2000.0,11919132.0
17308,Turkey,2008,All genders,Not applicable,Percent,8.18693,2011,94.1,,Asia,Rural Female,2000.0,11878521.0
17309,Turkey,2008,All genders,Not applicable,Percent,8.18693,2011,94.1,,Asia,Rural Male,2000.0,11919132.0
17310,Turkey,2008,All genders,Not applicable,Percent,8.18693,2010,92.7,,Asia,Rural Female,2000.0,11878521.0
17311,Turkey,2008,All genders,Not applicable,Percent,8.18693,2010,92.7,,Asia,Rural Male,2000.0,11919132.0
17312,Turkey,2008,All genders,Not applicable,Percent,8.18693,2009,90.8,,Asia,Rural Female,2000.0,11878521.0
17313,Turkey,2008,All genders,Not applicable,Percent,8.18693,2009,90.8,,Asia,Rural Male,2000.0,11919132.0
17314,Turkey,2008,All genders,Not applicable,Percent,8.18693,2007,88.7,,Asia,Rural Female,2000.0,11878521.0
17315,Turkey,2008,All genders,Not applicable,Percent,8.18693,2007,88.7,,Asia,Rural Male,2000.0,11919132.0
17316,Turkey,2008,All genders,Not applicable,Percent,8.18693,2006,88.1,,Asia,Rural Female,2000.0,11878521.0
17317,Turkey,2008,All genders,Not applicable,Percent,8.18693,2006,88.1,,Asia,Rural Male,2000.0,11919132.0
17318,Turkey,2008,All genders,Not applicable,Percent,8.18693,2005,88.2,,Asia,Rural Female,2000.0,11878521.0
17319,Turkey,2008,All genders,Not applicable,Percent,8.18693,2005,88.2,,Asia,Rural Male,2000.0,11919132.0
17320,Turkey,2008,All genders,Not applicable,Percent,8.18693,2004,87.4,,Asia,Rural Female,2000.0,11878521.0
17321,Turkey,2008,All genders,Not applicable,Percent,8.18693,2004,87.4,,Asia,Rural Male,2000.0,11919132.0
17322,Turkey,2008,All genders,Not applicable,Percent,8.18693,1990,79.2,,Asia,Rural Female,2000.0,11878521.0
17323,Turkey,2008,All genders,Not applicable,Percent,8.18693,1990,79.2,,Asia,Rural Male,2000.0,11919132.0
17324,Turkey,2008,Male,Not applicable,Percent,9.31528,2011,94.1,,Asia,Rural Female,2000.0,11878521.0
17325,Turkey,2008,Male,Not applicable,Percent,9.31528,2011,94.1,,Asia,Rural Male,2000.0,11919132.0
17326,Turkey,2008,Male,Not applicable,Percent,9.31528,2010,92.7,,Asia,Rural Female,2000.0,11878521.0
17327,Turkey,2008,Male,Not applicable,Percent,9.31528,2010,92.7,,Asia,Rural Male,2000.0,11919132.0
17328,Turkey,2008,Male,Not applicable,Percent,9.31528,2009,90.8,,Asia,Rural Female,2000.0,11878521.0
17329,Turkey,2008,Male,Not applicable,Percent,9.31528,2009,90.8,,Asia,Rural Male,2000.0,11919132.0
17330,Turkey,2008,Male,Not applicable,Percent,9.31528,2007,88.7,,Asia,Rural Female,2000.0,11878521.0
17331,Turkey,2008,Male,Not applicable,Percent,9.31528,2007,88.7,,Asia,Rural Male,2000.0,11919132.0
17332,Turkey,2008,Male,Not applicable,Percent,9.31528,2006,88.1,,Asia,Rural Female,2000.0,11878521.0
17333,Turkey,2008,Male,Not applicable,Percent,9.31528,2006,88.1,,Asia,Rural Male,2000.0,11919132.0
17334,Turkey,2008,Male,Not applicable,Percent,9.31528,2005,88.2,,Asia,Rural Female,2000.0,11878521.0
17335,Turkey,2008,Male,Not applicable,Percent,9.31528,2005,88.2,,Asia,Rural Male,2000.0,11919132.0
17336,Turkey,2008,Male,Not applicable,Percent,9.31528,2004,87.4,,Asia,Rural Female,2000.0,11878521.0
17337,Turkey,2008,Male,Not applicable,Percent,9.31528,2004,87.4,,Asia,Rural Male,2000.0,11919132.0
17338,Turkey,2008,Male,Not applicable,Percent,9.31528,1990,79.2,,Asia,Rural Female,2000.0,11878521.0
17339,Turkey,2008,Male,Not applicable,Percent,9.31528,1990,79.2,,Asia,Rural Male,2000.0,11919132.0
17340,Turkey,2007,Male,Not applicable,Percent,5.99786,2011,94.1,,Asia,Rural Female,2000.0,11878521.0
17341,Turkey,2007,Male,Not applicable,Percent,5.99786,2011,94.1,,Asia,Rural Male,2000.0,11919132.0
17342,Turkey,2007,Male,Not applicable,Percent,5.99786,2010,92.7,,Asia,Rural Female,2000.0,11878521.0
17343,Turkey,2007,Male,Not applicable,Percent,5.99786,2010,92.7,,Asia,Rural Male,2000.0,11919132.0
17344,Turkey,2007,Male,Not applicable,Percent,5.99786,2009,90.8,,Asia,Rural Female,2000.0,11878521.0
17345,Turkey,2007,Male,Not applicable,Percent,5.99786,2009,90.8,,Asia,Rural Male,2000.0,11919132.0
17346,Turkey,2007,Male,Not applicable,Percent,5.99786,2007,88.7,,Asia,Rural Female,2000.0,11878521.0
17347,Turkey,2007,Male,Not applicable,Percent,5.99786,2007,88.7,,Asia,Rural Male,2000.0,11919132.0
17348,Turkey,2007,Male,Not applicable,Percent,5.99786,2006,88.1,,Asia,Rural Female,2000.0,11878521.0
17349,Turkey,2007,Male,Not applicable,Percent,5.99786,2006,88.1,,Asia,Rural Male,2000.0,11919132.0
17350,Turkey,2007,Male,Not applicable,Percent,5.99786,2005,88.2,,Asia,Rural Female,2000.0,11878521.0
17351,Turkey,2007,Male,Not applicable,Percent,5.99786,2005,88.2,,Asia,Rural Male,2000.0,11919132.0
17352,Turkey,2007,Male,Not applicable,Percent,5.99786,2004,87.4,,Asia,Rural Female,2000.0,11878521.0
17353,Turkey,2007,Male,Not applicable,Percent,5.99786,2004,87.4,,Asia,Rural Male,2000.0,11919132.0
17354,Turkey,2007,Male,Not applicable,Percent,5.99786,1990,79.2,,Asia,Rural Female,2000.0,11878521.0
17355,Turkey,2007,Male,Not applicable,Percent,5.99786,1990,79.2,,Asia,Rural Male,2000.0,11919132.0
17356,Turkey,2007,All genders,Not applicable,Percent,5.76848,2011,94.1,,Asia,Rural Female,2000.0,11878521.0
